xpAmount	calc	newXpAmount	WeenieClassNameOrQuestName	WeenieClassId	EmoteCategory	SourceWeenieId	SourceWeenieClassName	DroppedBy
2,500	17,030	-1026	sclavushide	9258	6	24576, 4213, 4214, 4215, 30444	leathercraftercandethkeep, leathercrafteraluvian, leathercraftersho, leathercraftergharundim, leathercrafterviamontian	Essa Sclavus(sclavusessa - level: 26),Sata Sclavus(sclavussata - level: 61),Essa Sclavus Lord(sclavusessalord - level: 100),
4,000	17,030	-1026	spineshore	3691	6	3917, 3918, 3920, 3931, 3932, 21338, 24215, 24216, 24573	collectoraluvian, collectorgharundim, collectorsho, trophysmithgharundim, trophysmithsho, collectorshoyanshidestroyed, collectorshoblackhill, trophysmithblackhill, collectorcandethkeep	Backpack(backpackhouse - level: 0),Shore Armoredillo(armoredilloshore - level: 26),
2,500	17,030	-1026	virindijewelred	3697	6	3919, 3921, 24574	collectorjewelsho, collectorstonegharundim, collectorstonecandethkeep	Blinding Virindi Energy Cluster(energyclusterblinding - level: 105),Virindi Puppet(virindipuppet - level: 26),Cragstone Tower Controller Puppet(virindipuppetcragstonetowerb - level: 40),Hebian-To Tower Controller Puppet(virindipuppethebiantowerb - level: 40),Zaikhal Tower Controller Puppet(virindipuppetzaikhaltowerb - level: 40),
2,500	21,750	-1030	zombielichhead	4121	6	3925, 3926, 24575, 30443	crafterivoryaluvian, crafterivorygharundim, crafterivorycandethkeep, crafterivoryviamontian	Tortured Soul(zombielichtortured - level: 30),
3,000	24,320	-1032	golemheartgranite	3671	6	3921, 3931, 3932, 24216, 24574	collectorstonegharundim, trophysmithgharundim, trophysmithsho, trophysmithblackhill, collectorstonecandethkeep	Granite Golem(golemgranite - level: 35),Granite Golem(rockslidec - level: 32),Granite Golem(golemgranite_nofall - level: 35),Small Granite Golem(golemgranitemini - level: 110),
5,000	24,320	-1032	sealdericost	5873	6	3917, 3918, 3920, 21338, 24215, 24573	collectoraluvian, collectorgharundim, collectorsho, collectorshoyanshidestroyed, collectorshoblackhill, collectorcandethkeep	Revenant(zombierevenant - level: 61),Guardian of the Lost Light(lostlightguardian - level: 61),Revenant(undeadspecial - level: 61),Dark Revenant(zombiedarkrevenant - level: 70),Impious Lichen Priest(lichimpiouspriest - level: 44),Dark Leech(zombiedarkleech - level: 70),Revenant(revenantsylsfear - level: 90),Dark Revenant(zombiedarkrevenantnofall - level: 70),Revenant(zombierevenantnofall - level: 61),Dark Revenant(zombiedarkrevenantmeditate - level: 70),Revenant(zombierevenantmeditate - level: 61),Risen Soldier(zombierisen - level: 32),Falatacot Missionary(bossdeedmid - level: 55),Dark Master(zombiedarkmaster - level: 100),Great Revenant(zombiegreatrevenant - level: 95),Risen Lord(zombierisenlord - level: 90),
1,000	24,320	-1032	ursuinhidelarge	8664	6	24576, 4213, 4214, 4215, 30444	leathercraftercandethkeep, leathercrafteraluvian, leathercraftersho, leathercraftergharundim, leathercrafterviamontian	Esper Ursuin(ursuinesper - level: 35),Linvak Ursuin(ursuinlinvak - level: 32),Linvak Ursuin(ursuinpolar - level: 32),
2,500	24,320	-1032	ursuinhidewithhead	19475	6	8654	leathercrafterpoacher	Ursuin Slasher(ursuinslasher - level: 32),
3,500	28,440	-1035	golemheartiron	3672	6	3921, 3931, 3932, 24216, 24574	collectorstonegharundim, trophysmithgharundim, trophysmithsho, trophysmithblackhill, collectorstonecandethkeep	Backpack(backpackhouse - level: 0),Iron Golem(golemiron - level: 35),Iron Golem(golemiron-nofall - level: 35),Iron Golem Guardian(golemironsmallarchive - level: 35),Small Iron Golem(golemironmini - level: 115),Iron Golem Kingpin(golemironkingpin - level: 35),
5,500	28,440	-1035	mattekarclawdire	9412	6	24576, 4213, 4214, 4215, 30444	leathercraftercandethkeep, leathercrafteraluvian, leathercraftersho, leathercraftergharundim, leathercrafterviamontian	Aun Ralirea(tumerokchampionralirea_xp - level: 85),Dire Mattekar(mattekardire - level: 35),Tundra Mattekar(mattekarbossmonster - level: 70),
5,000	28,440	-1035	virindijewelblue	3696	6	3919, 3921, 24574	collectorjewelsho, collectorstonegharundim, collectorstonecandethkeep	Vibrant Virindi Energy Cluster(energyclustervibrant - level: 105),Virindi Servant(virindi - level: 35),Dirrich, the Warden(virindimasterwarden - level: 45),Singular Virindi Servant(virindiservantsingular - level: 45),
1,500	34,420	-1039	carenzipeltburrower-xp	11339	6	11346	easternshorecollector_xp	Carenzi Burrower(carenziburrower_xp - level: 39),
2,500	34,420	-1039	golemheartcopper	3670	6	3921, 3931, 3932, 24216, 24574	collectorstonegharundim, trophysmithgharundim, trophysmithsho, trophysmithblackhill, collectorstonecandethkeep	Backpack(backpackhouse - level: 0),Copper Golem(golemcopper - level: 39),
3,000	39,270	-1042	feathersiraluunlittoral	29899	6	29858	timarucrafterarenura	Littoral Siraluun(siraluunlittoral_xp - level: 42),
1,500	39,270	-1042	siraluunclawlittoral-xp	11366	6	11346, 29858	easternshorecollector_xp, timarucrafterarenura	Backpack(backpackhouse - level: 0),Littoral Siraluun(siraluunlittoral_xp - level: 42),
3,000	42,680	-1044	armoredillohidesturdy	8471	6	24576, 4213, 4214, 4215, 30444	leathercraftercandethkeep, leathercrafteraluvian, leathercraftersho, leathercraftergharundim, leathercrafterviamontian	Island Armoredillo(armoredilloisland - level: 44),
5,000	42,680	-1044	lichfemurbone	19477	6	3925, 3926, 24575, 30443	crafterivoryaluvian, crafterivorygharundim, crafterivorycandethkeep, crafterivoryviamontian	Lich Lord(zombielichlord - level: 44),Zombie(zombiehauntedmansionscrollboss - level: 44),
5,000	42,680	-1044	lugiansinewgigas	7043	6	3917, 3918, 3920, 21338, 24215, 24573	collectoraluvian, collectorgharundim, collectorsho, collectorshoyanshidestroyed, collectorshoblackhill, collectorcandethkeep	Extas Raider(lugianextasminer - level: 95),Gigas Raider(lugiangigasminer - level: 61),Tiatus Raider(lugiantiatusraider - level: 115),Extas Raider(lugianextasraider - level: 95),Gigas Raider(lugiangigasraider - level: 61),Master of the Hunt(lugiancommandera - level: 79),Gotrok Montok Commander(lugiancommanderb - level: 79),Lugian Commander(lugiancommanderlinvak - level: 79),Lieutenant Master of the Hunt(lugianlieutenanta - level: 70),Gotrok Montok Lieutenant(lugianlieutenantb - level: 70),Lieutenant of the Gotrok(lugianlieutenantc - level: 70),Lugian Warlord(lugianbossmonster - level: 61),Singular Lugian Warlord(lugianextaswarlord - level: 95),Singular Extas Raider(lugianextassingular - level: 95),Singular Gigas Raider(lugiangigassingular - level: 61),Singular Tiatus Raider(lugiantiatussingular - level: 126),Raider Juggernaut(lugianjuggernautraider - level: 130),Gotrok Extas(lugianextasrenegade - level: 85),Gotrok Tiatus(lugiantiatusrenegade - level: 105),Gotrok Gigas(lugiangigasrenegade - level: 44),Gotrok Titan(lugiantitanrenegade - level: 135),Gotrok Montok(lugianmontokrenegade - level: 70),Gotrok Fortress Guard(lugianrenegadefortressguard - level: 100),Gigas Lugian(lugiangigas - level: 44),Extas Lugian(lugianextas - level: 85),Tiatus Lugian(lugiantiatus - level: 105),Lugian Juggernaut(lugianjuggernaut - level: 125),Lugian Titan(lugiantitan - level: 135),Montok Lugian(lugianmontok - level: 70),Banished Lugian(lugianbossmid0205 - level: 85),Shadow Seeker(lugianshadowseeker - level: 105),Shadow Infiltrator(lugianshadowinfiltrator - level: 115),Shadow Commander(lugianshadowcommander - level: 125),
4,500	42,680	-1044	mattekarclawdread	9413	6	24576, 4213, 4214, 4215, 30444	leathercraftercandethkeep, leathercrafteraluvian, leathercraftersho, leathercraftergharundim, leathercrafterviamontian	Backpack(backpackhouse - level: 0),Backpack(backpackhouse - level: 0),Aun Ralirea(tumerokchampionralirea_xp - level: 85),Dread Mattekar(mattekardread - level: 44),
5,000	42,680	-1044	spineisland	8424	6	3917, 3918, 3920, 3931, 3932, 21338, 24215, 24216, 24573	collectoraluvian, collectorgharundim, collectorsho, trophysmithgharundim, trophysmithsho, collectorshoyanshidestroyed, collectorshoblackhill, trophysmithblackhill, collectorcandethkeep	Island Armoredillo(armoredilloisland - level: 44),
7,500	42,680	-1044	virindijewelwhite	3698	6	3919, 3921, 24574	collectorjewelsho, collectorstonegharundim, collectorstonecandethkeep	Backpack(backpackhouse - level: 0),Reward Backpack for Martine Live Ops(backpackmartinelo - level: 0),Faint Virindi Energy Cluster(energyclusterfaint - level: 105),Virindi Master(virindimaster - level: 44),Virindi Director(virindidirector - level: 44),Virindi Master(virindimasterlethe - level: 69),Sotiris Virindi Director(virindidirectorsotiris - level: 85),Tumideon Virindi Director(virindidirectortumideon - level: 85),Virindi Master(virindimasterwalllicker - level: 44),Aerbax's Apprentice(virindidirectoraerbax - level: 85),Althoucault, Speaker of the New Directive(virindidirectorjulyattack - level: 85),Virindi Master(virindimasterlo - level: 69),Cragstone Tower Controller Master(virindimastercragstonetowerc - level: 69),Hebian-To Tower Controller Master(virindimasterhebiantowerc - level: 69),Zaikhal Tower Controller Master(virindimasterzaikhaltowerc - level: 69),Singular Virindi Director(virindidirectorsingular - level: 85),Singular Virindi Master(virindimastersingular - level: 69),Virindi Director(virindidirector_nofall - level: 44),Virindi Overseer(virindimasterlethenew - level: 130),Virindi Councillor(virindicouncillor - level: 61),
5,000	42,680	-1044	wispheart	8666	6	8654	leathercrafterpoacher	Shadow Wisp(wispshadow - level: 44),Fire Wisp(wispfire - level: 79),
4,000	59,760	-1053	golemheartglacial	23201	6	3921, 3931, 3932, 24216, 24574	collectorstonegharundim, trophysmithgharundim, trophysmithsho, trophysmithblackhill, collectorstonecandethkeep	Glacial Golem(golemglacial - level: 53),Glacial Golem(golemglacialceremonydisrupted - level: 53),Glacial Golem(golemglacialdamaged - level: 53),Glacial Golem(golemglacialfractured - level: 53),
5,000	59,760	-1053	grievvervirulenttibia	19476	6	3925, 3926, 24575, 30443	crafterivoryaluvian, crafterivorygharundim, crafterivorycandethkeep, crafterivoryviamontian	Virulent Grievver(grievvervirulent - level: 53),
7,500	59,760	-1053	rockblack	3686	6	3921, 3931, 3932, 24216, 24574	collectorstonegharundim, trophysmithgharundim, trophysmithsho, trophysmithblackhill, collectorstonecandethkeep	Magma Golem(golemmagma - level: 85),Unstable Magma Golem(golemunstablemagma - level: 53),Plasma Golem(golemplasma - level: 125),Small Magma Golem(golemmagmamini - level: 135),Plasma Golem(golemplasmaforbidden - level: 125),Magma Golem(golemmagmaceremonydisrupted - level: 85),
2,500	59,760	-1053	waspwinggold	3700	6	3917, 3918, 3920, 3923, 3924, 21338, 24215, 24573	collectoraluvian, collectorgharundim, collectorsho, collectorwingaluvian, collectorwingsho, collectorshoyanshidestroyed, collectorshoblackhill, collectorcandethkeep	Backpack(backpackhouse - level: 0),Gold Phyntos Wasp(phyntoswaspgold - level: 53),Gold Phyntos Wasp(phyntoswaspwoodland - level: 53),
4,000	77,320	-1061	feathersiraluunstrand	29901	6	29858	timarucrafterarenura	Strand Siraluun(siraluunstrand_xp - level: 61),
5,000	77,320	-1061	golemheartobsidian	9324	6	3921, 3931, 3932, 24216, 24574	collectorstonegharundim, trophysmithgharundim, trophysmithsho, trophysmithblackhill, collectorstonecandethkeep	Reward Backpack for Martine Live Ops(backpackmartinelo - level: 0),Obsidian Golem(golemobsidian - level: 61),Basalt Golem(golemmidbossmonster - level: 70),Obsidian Golem(golemobsidian_nofall - level: 61),Obsidian Excavation Golem(golemobsidiancrystalmine_nofall - level: 61),Small Obsidian Golem(golemobsidianmini - level: 125),
8,500	77,320	-1061	gromniehidesable	28204	6	24576, 4213, 4214, 4215, 5898, 8654, 30444	leathercraftercandethkeep, leathercrafteraluvian, leathercraftersho, leathercraftergharundim, leathercrafterneydisacastle, leathercrafterpoacher, leathercrafterviamontian	Sable Gromnie(gromniesable_xp - level: 61),
7,500	77,320	-1061	gromnietoothsable	28210	6	3925, 3926, 24575, 30443	crafterivoryaluvian, crafterivorygharundim, crafterivorycandethkeep, crafterivoryviamontian	Sable Gromnie(gromniesable_xp - level: 61),
5,000	77,320	-1061	keycaulnalain	8019	6	3917, 3918, 3920, 21338, 24215, 24573	collectoraluvian, collectorgharundim, collectorsho, collectorshoyanshidestroyed, collectorshoblackhill, collectorcandethkeep	Shadow Lieutenant(shadowlieutenant - level: 61),Shadow Lieutenant(shadowlieutenantnofall - level: 61),Lower Shadow Heart Leader(shadowheartleaderlower - level: 115),Upper Shadow Heart Leader(shadowheartleaderupper - level: 115),Sinister Shadow(shadowsinister - level: 100),Lesser Void Knight(shadowvoidknight - level: 100),
5,000	77,320	-1061	olthoiclaw	3679	6	3930	olthoihunter	Olthoi Soldier(olthoisoldier - level: 61),Olthoi Soldier(olthoisoldiernofall - level: 61),Olthoi Soldier(olthoisoldierperilbeneath - level: 61),
2,000	77,320	-1061	siraluunclawstrand-xp	11368	6	29858	timarucrafterarenura	Strand Siraluun(siraluunstrand_xp - level: 61),
5,000	77,320	-1061	stoneblack	3692	6	3921, 3931, 3932, 24216, 24574	collectorstonegharundim, trophysmithgharundim, trophysmithsho, trophysmithblackhill, collectorstonecandethkeep	Obsidian Golem(golemobsidian - level: 61),Basalt Golem(golemmidbossmonster - level: 70),Obsidian Golem(golemobsidian_nofall - level: 61),Obsidian Excavation Golem(golemobsidiancrystalmine_nofall - level: 61),Small Obsidian Golem(golemobsidianmini - level: 125),
6,000	77,320	-1061	ursuinfang	9261	6	24576, 3925, 3926, 4213, 4214, 4215, 24575, 30443, 30444	leathercraftercandethkeep, crafterivoryaluvian, crafterivorygharundim, leathercrafteraluvian, leathercraftersho, leathercraftergharundim, crafterivorycandethkeep, crafterivoryviamontian, leathercrafterviamontian	Dire Ursuin(ursuindire - level: 61),
5,000	77,320	-1061	ursuinscalp	8665	6	24576, 4213, 4214, 4215, 30444	leathercraftercandethkeep, leathercrafteraluvian, leathercraftersho, leathercraftergharundim, leathercrafterviamontian	Reward Backpack for Martine Live Ops(backpackmartinelo - level: 0),Dire Ursuin(ursuindire - level: 61),Dread Ursuin(ursuinbossmonster - level: 79),Dreadful Ursuin(ursuindread - level: 161),
5,000	77,320	-1061	waspwingjungle	8426	6	3917, 3918, 3920, 3923, 3924, 21338, 24215, 24573	collectoraluvian, collectorgharundim, collectorsho, collectorwingaluvian, collectorwingsho, collectorshoyanshidestroyed, collectorshoblackhill, collectorcandethkeep	Backpack(backpackhouse - level: 0),Jungle Phyntos Wasp(phyntoswaspjungle - level: 61),
5,000	91,960	-1067	niffisshelllarge	10703	6	24576, 3925, 3926, 4213, 4214, 4215, 24575, 30443, 30444	leathercraftercandethkeep, crafterivoryaluvian, crafterivorygharundim, leathercrafteraluvian, leathercraftersho, leathercraftergharundim, crafterivorycandethkeep, crafterivoryviamontian, leathercrafterviamontian	Sephal Niffis(niffissephal - level: 67),
5,500	99,750	-1070	drudgegutsravener	7040	6	3917, 3918, 3920, 21338, 24215, 24573	collectoraluvian, collectorgharundim, collectorsho, collectorshoyanshidestroyed, collectorshoblackhill, collectorcandethkeep	Drudge Ravener(drudgeravener - level: 70),Northern Black Claw Leader(drudgeravenerblackclawnorth - level: 70),Southern Black Claw Leader(drudgeravenerblackclawsouth - level: 70),Kerthump the Ear Taker(drudgeravenerfighter1 - level: 79),Baktak the Human Slayer(drudgeravenerfighter2 - level: 79),
25,000	99,750	-1070	ichorolthoiacid-xp	10864	6	2607, 3930	glendenwoodalchemist, olthoihunter	Olthoi Eviscerator(olthoibutcher_xp - level: 85),Olthoi Legionary(olthoilegionary_xp - level: 70),Olthoi Swarm Legionary(olthoiswarmlegionary - level: 90),Olthoi Eviscerator(olthoibutcher - level: 85),Olthoi Legionary(olthoilegionary - level: 70),
7,500	99,750	-1070	nekodebasaltnew	23538	6	3917, 3918, 3920, 3931, 3932, 21338, 24215, 24216, 24573	collectoraluvian, collectorgharundim, collectorsho, trophysmithgharundim, trophysmithsho, collectorshoyanshidestroyed, collectorshoblackhill, trophysmithblackhill, collectorcandethkeep	Basalt Golem(golemmidbossmonster - level: 70),
7,500	99,750	-1070	revenantthighbonedark	7045	6	3925, 3926, 24575, 30443	crafterivoryaluvian, crafterivorygharundim, crafterivorycandethkeep, crafterivoryviamontian	Dark Revenant(zombiedarkrevenant - level: 70),Lord Rytheran(darkrevenantrytheran - level: 105),Dark Leech(zombiedarkleech - level: 70),Dark Magus(zombiedarkmagus - level: 79),Dark Revenant(zombiedarkrevenantnofall - level: 70),Lady Aerfalle(aerfallegeneral - level: 117),Asmolum the Worm(darkrevenantasmolum - level: 277),Dark Revenant(zombiedarkrevenantmeditate - level: 70),Lady Aerfalle(aerfallegeneralmeditate - level: 117),Dark Sorcerer(undeadbossmonster - level: 90),Warlock of the Blood(zombiemagusgelid_nofall - level: 70),Dark Guardian(darkrevenantguardian - level: 160),Lich Oppressor(zombielichoppressor - level: 161),Great Revenant(zombiegreatrevenant - level: 95),Phantasm(zombiephantasm - level: 110),Elite Revenant(zombieeliterevenant - level: 120),Phantasm(zombiephantasmrestingplace - level: 110),
5,000	99,750	-1070	sclavushidelarge	9259	6	24576, 4213, 4214, 4215, 30444	leathercraftercandethkeep, leathercrafteraluvian, leathercraftersho, leathercraftergharundim, leathercrafterviamontian	Ulu Sclavus(sclavusulu - level: 70),Faisi Sclavus(sclavusfaisi - level: 85),Chomu Sclavus(sclavuschomu - level: 95),Cold One(sclavusbossmonster - level: 110),Aste Sclavus Lord(sclavusastelord - level: 95),Chomu Sclavus Lord(sclavuschomulord - level: 120),Faisi Sclavus Lord(sclavusfaisilord - level: 115),Sata Sclavus Lord(sclavussatalord - level: 110),Ulu Sclavus Lord(sclavusululord - level: 105),
10,000	125,020	-1079	gromniehideebon	28201	6	24576, 4213, 4214, 4215, 5898, 8654, 30444	leathercraftercandethkeep, leathercrafteraluvian, leathercraftersho, leathercraftergharundim, leathercrafterneydisacastle, leathercrafterpoacher, leathercrafterviamontian	Ebon Gromnie(gromnieebon_xp - level: 79),
8,500	125,020	-1079	gromnietoothebon	28208	6	3925, 3926, 24575, 30443	crafterivoryaluvian, crafterivorygharundim, crafterivorycandethkeep, crafterivoryviamontian	Ebon Gromnie(gromnieebon_xp - level: 79),
7,500	125,020	-1079	keyshendolain	8021	6	3917, 3918, 3920, 21338, 24215, 24573	collectoraluvian, collectorgharundim, collectorsho, collectorshoyanshidestroyed, collectorshoblackhill, collectorcandethkeep	Venomous Grievver(grievvervenomous - level: 79),Harrower Grievver(grievverharrower - level: 100),Destroyer Grievver(grievverdestroyer - level: 110),Bane Grievver(grievverbane - level: 120),Rufous Grievver(grievverrufous - level: 90),
5,000	125,020	-1079	olthoihead	3680	6	3930	olthoihunter	Olthoi Noble(olthoinoble - level: 79),Olthoi Noble(olthoinoblenew - level: 79),Olthoi Noble(olthoinoblenofall - level: 79),Olthoi Guard(olthoiguard - level: 79),
7,000	125,020	-1079	spinehoary	22950	6	3917, 3918, 3920, 3931, 3932, 21338, 24215, 24216, 24573	collectoraluvian, collectorgharundim, collectorsho, trophysmithgharundim, trophysmithsho, collectorshoyanshidestroyed, collectorshoblackhill, trophysmithblackhill, collectorcandethkeep	Hoary Armoredillo(armoredillohoary - level: 79),
7,500	125,020	-1079	tuskerslavetusk	19478	6	3925, 3926, 24575, 30443	crafterivoryaluvian, crafterivorygharundim, crafterivorycandethkeep, crafterivoryviamontian	Tusker Slave(tuskerslave - level: 79),Tusker Slave(tuskerslave_nofall - level: 79),
7,500	143,440	-1085	headbutcher	22059	6	3930	olthoihunter	Olthoi Eviscerator(olthoibutcher_xp - level: 85),Olthoi Eviscerator(olthoibutcher_nofall_xp - level: 85),Olthoi Eviscerator(olthoibutcherspecial_xp - level: 85),Olthoi Eviscerator(olthoibutcher - level: 85),Olthoi Eviscerator(olthoibutcher_nofall - level: 85),
10,000	143,440	-1085	mattekarhoaryhide	5892	6	5898	leathercrafterneydisacastle	Hoary Mattekar(mattekarhoary - level: 85),
7,500	143,440	-1085	mattekarhoaryhide	5892	6	8654	leathercrafterpoacher	Hoary Mattekar(mattekarhoary - level: 85),
7,500	143,440	-1085	waspwingwhite	7603	6	3917, 3918, 3920, 3923, 3924, 21338, 24215, 24573	collectoraluvian, collectorgharundim, collectorsho, collectorwingaluvian, collectorwingsho, collectorshoyanshidestroyed, collectorshoblackhill, collectorcandethkeep	White Phyntos Wasp(phyntoswaspwhite - level: 85),White Phyntos Wasp Swarm(phyntoswaspwhiteswarm - level: 85),White Phyntos Wasp Swarm(phyntoswaspfrenziedswarm - level: 85),
10,000	159,750	-1090	virindijewelyellow	7604	6	3919, 3921, 24574	collectorjewelsho, collectorstonegharundim, collectorstonecandethkeep	Dim Virindi Energy Cluster(energyclusterdim - level: 105),Virindi Observer(virindiobserver - level: 90),Virindi Observer(virindiobserverherald - level: 100),Chakron Flux Virindi Master(virindimasterchakron - level: 120),Chakron Flux Virindi Servant(virindiservantchakron - level: 120),Virindi Executor(virindiexecutor - level: 95),Virindi Executor(virindiexecutorsummoned - level: 95),Lythusser the Diplomat(virindiobserverdiplomat - level: 100),Guardian of the Singularity(virindiobserverguardian - level: 125),Virindi Observer(virindiobserversummoned - level: 90),Virindi Executor(virindiexecutormarae_xp - level: 95),Virindi Executor(virindiexecutor_nofall - level: 95),Virindi Observer(virindiobserverhabitat-xp - level: 90),Virindi Observer(virindiobserver_nofall - level: 90),Virindi Observer(virindiobserverlo - level: 100),Virindi Executor(virindiexecutorlo - level: 130),Virindi Profatrix(virindiprofane - level: 110),The Auditor(virindiprofaneauditor - level: 145),Virindi Profane(virindiprofanenosummon - level: 100),The Sage(virindiprofanesage - level: 145),Virindi Consul(virindiconsul - level: 125),Virindi Adjudicator(virindiadjudicator - level: 120),Virindi Paradox(virindiparadox - level: 235),Virindi Quidiox(virindiquidiox - level: 210),Virindi Preceptor(virindipreceptor - level: 95),Virindi Profane(virindiprofanespecial - level: 100),Virindi Consul(virindiconsulforbidden - level: 125),Virindi Quidiox(virindiquidioxforbidden - level: 210),Virindi Desecrator(virindidesecrator - level: 140),
4,000	176,940	-1095	banderlingscalpantagonist	24832	6	3917, 3918, 3920, 21338, 24573	collectoraluvian, collectorgharundim, collectorsho, collectorshoyanshidestroyed, collectorcandethkeep	Banderling Antagonist(banderlingantagonist - level: 95),
5,000	176,940	-1095	drudgecharmmurk	24838	6	3917, 3918, 3920, 21338, 24573	collectoraluvian, collectorgharundim, collectorsho, collectorshoyanshidestroyed, collectorcandethkeep	Murk Drudge(drudgemurk - level: 95),
5,000	176,940	-1095	golemheartdiamond	7338	6	3921, 3931, 3932, 24216, 24574	collectorstonegharundim, trophysmithgharundim, trophysmithsho, trophysmithblackhill, collectorstonecandethkeep	Diamond Golem(golemdiamond - level: 95),Diamond Golem(golemdiamondnofall - level: 95),Guardian Golem(golemdiamondguard - level: 308),Small Golem(golemdiamondbadtrip-xp - level: 361),Diamond Lord(golemhighbossmonster - level: 110),Acidic Diamond Golem(golemdiamondacidic - level: 105),Diamond Golem Suzerain(golemdiamondsuzerain - level: 145),Ancient Diamond Golem(golemancientdiamond - level: 110),Easter Bunny(easterbunny - level: 8),
7,500	176,940	-1095	powderdiamond	12689	6	3919, 3921, 24574	collectorjewelsho, collectorstonegharundim, collectorstonecandethkeep	Diamond Golem(golemdiamond - level: 95),Diamond Golem(golemdiamondnofall - level: 95),Guardian Golem(golemdiamondguard - level: 308),Diamond Lord(golemhighbossmonster - level: 110),Acidic Diamond Golem(golemdiamondacidic - level: 105),Diamond Golem Suzerain(golemdiamondsuzerain - level: 145),Ancient Diamond Golem(golemancientdiamond - level: 110),
8,000	176,940	-1095	spineplate	22951	6	3917, 3918, 3920, 3931, 3932, 21338, 24215, 24216, 24573	collectoraluvian, collectorgharundim, collectorsho, trophysmithgharundim, trophysmithsho, collectorshoyanshidestroyed, collectorshoblackhill, trophysmithblackhill, collectorcandethkeep	Plate Armoredillo(armoredilloplate - level: 95),
5,000	195,000	-1100	banderlingscalpslayer	24834	6	3917, 3918, 3920, 21338, 24573	collectoraluvian, collectorgharundim, collectorsho, collectorshoyanshidestroyed, collectorcandethkeep	Banderling Slayer(banderlingslayer - level: 100),
6,000	195,000	-1100	drudgecharmsage	24841	6	3917, 3918, 3920, 21338, 24573	collectoraluvian, collectorgharundim, collectorsho, collectorshoyanshidestroyed, collectorcandethkeep	Drudge Sage(drudgesage - level: 100),
12,000	195,000	-1100	eyegromnieamethyst	28191	6	3919	collectorjewelsho	Amethyst Gromnie(gromnieamethyst - level: 100),
12,000	195,000	-1100	eyegromnieemerald	28194	6	3919	collectorjewelsho	Emerald Gromnie(gromnieemerald - level: 100),
12,000	195,000	-1100	eyegromnieruby	28196	6	3919	collectorjewelsho	Ruby Gromnie(gromnieruby - level: 100),
12,000	195,000	-1100	eyegromniesapphire	28198	6	3919	collectorjewelsho	Sapphire Gromnie(gromniesapphire - level: 100),
6,000	195,000	-1100	monougabloodthirstyidol	24843	6	3925, 3926, 24575, 30443	crafterivoryaluvian, crafterivorygharundim, crafterivorycandethkeep, crafterivoryviamontian	Bloodthirsty Monouga(monougabloodthirsty - level: 100),
100,000	213,940	-1105	blackboulder	7399	6	3921, 3931, 3932, 24216, 24574	collectorstonegharundim, trophysmithgharundim, trophysmithsho, trophysmithblackhill, collectorstonecandethkeep	Behemoth of Tenkarrdun(golemmegamagma - level: 105),
6,000	213,940	-1105	drudgecharmgloom	24837	6	3917, 3918, 3920, 21338, 24573	collectoraluvian, collectorgharundim, collectorsho, collectorshoyanshidestroyed, collectorcandethkeep	Gloom Drudge(drudgegloom - level: 105),
9,000	213,940	-1105	golemheartpyreal	23203	6	3921, 3931, 3932, 24216, 24574	collectorstonegharundim, trophysmithgharundim, trophysmithsho, trophysmithblackhill, collectorstonecandethkeep	Pyreal Golem(golempyreal - level: 105),
6,000	213,940	-1105	monougamercilessidol	24845	6	3925, 3926, 24575, 30443	crafterivoryaluvian, crafterivorygharundim, crafterivorycandethkeep, crafterivoryviamontian	Merciless Monouga(monougamerciless - level: 105),
9,000	233,750	-1110	drudgecharmmystic	24839	6	3917, 3918, 3920, 21338, 24573	collectoraluvian, collectorgharundim, collectorsho, collectorshoyanshidestroyed, collectorcandethkeep	Drudge Mystic(drudgemystic - level: 110),
10,000	233,750	-1110	golemheartvapor-xp	11353	6	3921, 3931, 3932, 24216, 24574	collectorstonegharundim, trophysmithgharundim, trophysmithsho, trophysmithblackhill, collectorstonecandethkeep	Vapor Golem(golemvapor - level: 110),
13,000	233,750	-1110	gromniehidebrass	28199	6	24576, 4213, 4214, 4215, 5898, 8654, 30444	leathercraftercandethkeep, leathercrafteraluvian, leathercraftersho, leathercraftergharundim, leathercrafterneydisacastle, leathercrafterpoacher, leathercrafterviamontian	Brass Gromnie(gromniebrass - level: 110),
12,250	233,750	-1110	gromnietoothbrass	28206	6	3925, 3926, 24575, 30443	crafterivoryaluvian, crafterivorygharundim, crafterivorycandethkeep, crafterivoryviamontian	Brass Gromnie(gromniebrass - level: 110),
1	0	0	blackdrudgekey	30656	6	30629	ayanbaquraludi	Drudge Laborer(drudgelaborer - level: 115),Drudge Ballast(drudgeballast - level: 115),Drudge Toiler(drudgetoiler - level: 125),
4	0	0	drudgekeywarroom	30657	6	30629	ayanbaquraludi	Drudge Laborer(drudgelaborer - level: 115),Drudge Ballast(drudgeballast - level: 115),Drudge Toiler(drudgetoiler - level: 125),
15,000	254,440	-1115	gromniehidecopper	28200	6	24576, 4213, 4214, 4215, 5898, 8654, 30444	leathercraftercandethkeep, leathercrafteraluvian, leathercraftersho, leathercraftergharundim, leathercrafterneydisacastle, leathercrafterpoacher, leathercrafterviamontian	Copper Gromnie(gromniecopper - level: 115),
13,500	254,440	-1115	gromnietoothcopper	28207	6	3925, 3926, 24575, 30443	crafterivoryaluvian, crafterivorygharundim, crafterivorycandethkeep, crafterivoryviamontian	Copper Gromnie(gromniecopper - level: 115),
