level	xpAmount	newXpAmount	Name
85	21122	39343	Magma Golem(golemmagma)
85	21176	26229	Black Phyntos Wasp(phyntoswaspblack)
85	21176	34425	Banished Phyntos Wasp(phyntoswaspbossmid0205)
85	21206	50306	Tumerok Taskmaster(tumerokkeyd)
85	21272	28688	Altered Drudge(drudgealteredhigh)
85	21272	28688	Altered Drudge(drudgealtered)
85	21305	54404	Aun Ralirea(tumerokchampionralirea_xp)
85	21305	53277	Banished Tumerok(tumerokbossmid0205)
85	21305	53687	Hea Tuperea(tumerokchampiontuperea_xp)
85	21305	54404	Hea Temenua(tumerokchampiontemenua_xp)
85	21305	62293	Hea Karenua(tumerokchampionkarenua_xp)
85	21305	54404	Hea Kanokeh(tumerokchampionkanokeh_xp)
85	21305	54404	Tumerok Taskmaster(tumerokoverlordgromnie)
85	21305	45080	Tumerok Taskmaster(tumerokoverlord)
85	21361	31044	Azael Zefir(zefirazael_xp)
85	21488	47334	Umbris Shadow(shadowumbris)
85	21488	55531	Banished Shadow(shadowbossmid0205)
85	21570	51740	Pandemonium Shadow(shadowpandem)
85	21594	28688	Olthoi Eviscerator(olthoibutchernortheast_xp)
85	21594	28688	Olthoi Eviscerator(olthoibutchernorthwest_xp)
85	21594	28688	Olthoi Eviscerator(olthoibutchernorth_xp)
85	21594	28688	Olthoi Eviscerator(olthoibutchersoutheast_xp)
85	21594	28688	Olthoi Eviscerator(olthoibutchersouthwest-xp)
85	21594	28688	Olthoi Eviscerator(olthoibutcher)
85	21594	28688	Olthoi Eviscerator(olthoibutcher_nofall)
85	21594	28688	Olthoi Eviscerator(olthoibutcher_xp)
85	21594	28688	Olthoi Eviscerator(olthoibutcher_nofall_xp)
85	21594	28688	Olthoi Eviscerator(olthoibutchercentralhive-xp)
85	21594	28688	Olthoi Eviscerator(olthoibutcherspecial_xp)
85	21597	35245	Guardian Mu-miyah(mumiyahguardian)
85	21597	43441	Banished Mu-miyah(mumiyahbossmid0205)
85	21626	31146	Faisi Sclavus(sclavusfaisi)
85	21766	30327	Gotrok Extas(lugianextasrenegade)
85	21773	28688	Olthoi Piercer(olthoiflyerpiercer)
85	21773	36884	Banished Olthoi(olthoiflyerbossmid0205)
85	22000	34835	Ancient Sentinel(ghostfalatacotsentinel)
85	22000	34835	Specter(ghostspecter)
85	22201	26638	Terebrous Hollow Minion(hollowminionterebrous_nofall)
85	22201	26638	Terebrous Hollow Minion(hollowminionterebroussummoned)
85	22201	26638	Terebrous Hollow Minion(hollowminionterebrous)
85	22211	23155	Ethereal Rift(riftethereal)
85	22542	67518	Crystal Golem(golemcrystal)
85	22655	33196	Mosswart Cringer(mosswartcringer)
85	25000	225709	Scold(golemmagmadfdbig)
85	27063	29097	Reedshark Stalker(reedsharkstalker)
85	28015	31761	Sentient Fragment(crystalbossmonster)
85	28386	34220	Dark Myrmidon(skeletonhighbossmonster)
85	29118	31454	Baron Nuvillus(skeletonbossbaronnuvillus)
87	20389	29972	Unruly Monouga(monougaunruly)
87	20389	38535	Banished Monouga(monougabossmid0205)
88	21766	32811	Kithless Siraluun(siraluunkithless_xp)
89	5000	44691	Khayyaban Spire Shadow(shadowspirekhayyaban)
89	5000	44691	Tufa Spire Shadow(shadowspiretufa)
89	5000	44691	Shadow Cyst(shadowcyst)
89	14406	23686	Assassin(humanassassin-xp)
89	22694	32177	Feral Carenzi(carenziferal_xp)
90	10000	51462	Revenant(revenantsylsfear)
90	22500	35830	Shendolain Satellite Fragment(crystalshendolainsatellite)
90	22947	31950	Terrible Monouga(monougaterrible)
90	23120	29668	Stinging Chittick(chittickstinging)
90	23313	35145	Silver Tusker(tuskersilver_nofall)
90	23313	35145	Silver Tusker(tuskersilver_tusk)
90	23313	35145	Silver Tusker(tuskersilver)
90	23411	31494	Risen Lord(zombierisenlord)
90	23411	40280	Gelidite Acolyte(lichfrore)
90	23411	36286	Gelidite Initiate(undeadfrore)
90	23411	24989	Undead(zombiefrore)
90	23520	34232	Olthoi Noble(olthoinoblenortheast-xp)
90	23520	34232	Olthoi Noble(olthoinoblesouthwest-xp)
90	23520	34232	Olthoi Noble(olthoinoblehived_xp)
90	23520	34232	Olthoi Noble(olthoinoblehivee-xp)
90	23520	34232	Olthoi Noble(olthoinoblenorthwest-xp)
90	23520	34232	Olthoi Noble(olthoinoblenatural-xp)
90	23520	34232	Olthoi Noble(olthoinoblehivec_xp)
90	23520	34232	Olthoi Noble(olthoinobledires2c-xp)
90	23520	34232	Olthoi Noble(olthoinoblehivea_xp)
90	23520	34232	Olthoi Noble(olthoinobledires3c_xp)
90	23520	34232	Olthoi Noble(olthoinobledires3b_xp)
90	23520	34232	Olthoi Noble(olthoinobledires2b-xp)
90	23520	34232	Olthoi Noble(olthoinobledires1c-xp)
90	23520	34232	Olthoi Noble(olthoinobledires1b-xp)
90	23520	34232	Olthoi Noble(olthoinoblenorth-xp)
90	23520	34232	Olthoi Noble(olthoinobleinvasion_xp)
90	23520	34232	Olthoi Noble(olthoinoblehiveb_xp)
90	23520	34232	Olthoi Noble(olthoinoblesoutheast-xp)
90	23736	34232	Olthoi Swarm Worker(olthoiswarmworker)
90	23736	34232	Olthoi Swarm Legionary(olthoiswarmlegionary)
90	24000	40394	Rufous Grievver(grievverrufous)
90	24475	51348	Coral Golem(golemcoralgreen)
90	24626	56939	Augmented Tumerok(tumerokkeye)
90	24691	51348	Coral Golem(golemcoralceremonydisrupted)
90	24691	51348	Coral Golem(golemcoral)
90	24705	34232	Black Phyntos Hive(phyntoswaspblackhive)
90	24705	35944	Black Phyntos Swarm(phyntoswaspblackswarm)
90	24735	60705	Augmented Tumerok(tumerokaugmented)
90	24818	46327	Mighty Oak Golem(golemoakmighty)
90	24818	44730	Gold Golem(golemgold)
90	25128	37427	Gragghk(mosswartswamplordmartine)
90	25191	54886	Paroxysm Shadow(shadowparoxim)
90	25627	35601	Cursed Wisp(wispcursed)
90	25735	34004	Strife Wisp(wispstrife)
90	25746	28755	Altered Olthoi(olthoialteredhollowboss)
90	25746	28755	Altered Olthoi(olthoialteredhollow)
90	26500	44502	Sparkling Dual Fragment(crystaldualfragmentsparkling)
90	33089	60134	Dark Sorcerer(undeadbossmonster)
90	42228	45643	Virindi Observer(virindiobserver)
90	42228	47240	Virindi Observer(virindiobserver_nofall)
90	42228	47240	Virindi Observer(virindiobserverhabitat-xp)
90	42228	47240	Virindi Observer(virindiobserversummoned)
91	21636	33090	Woodland Ursuin(ursuinwoodland)
94	8516	59957	Frost Mattekar(mattekarfrore)
95	13775	26288	Rogue(rogue)
95	16549	47394	Banderling Spirit Seeker(banderlingspiritseekerring)
95	16549	47394	Banderling Spirit Seeker(banderlingspiritseekeremblem)
95	16549	47394	Banderling Spirit Seeker(banderlingspiritseekergem)
95	16549	46509	Banderling Spirit Dancer(banderlingspiritdancer)
95	18126	48531	Rogue Mage(roguemage)
95	23146	53587	Snowman(snowmanhappygiant)
95	23146	53587	Giant Snowman(snowmanunhappygiant)
95	26000	37915	Smith Ejan(ashenbonesejan)
95	26161	35388	Plate Armoredillo(armoredilloplate)
95	26259	40948	Murk Drudge(drudgemurk)
95	26525	44740	Banderling Chanter(banderlingchanter)
95	26525	46509	Banderling Antagonist(banderlingantagonist)
95	26607	41454	Bleeargh(mosswartvagrantmidlo)
95	26607	41454	Mosswart Swamp Lord(mosswartswamplord)
95	26677	39179	Caustic(acidelementalcaustic)
95	26677	38294	Caustic(acidelementalcaustic_nofall)
95	26714	36399	Great Skeleton(skeletongreat)
95	26915	33871	Burun Ruuk Lout(burunruukloutvagrant)
95	26915	33871	Burun Ruuk Lout(burunruuklout)
95	26915	33871	Burun Ruuk Lout(burunruukloutkiviklir)
95	26942	39558	Sulthis Eye Stalk(sulthiseyestalk)
95	26942	34250	Irkith Stalk(slithisirkithstalk)
95	27066	35388	Great Revenant(zombiegreatrevenant)
95	27066	54851	Undead Sailor(zombielichsailorlow)
95	27138	39179	Hyem(frostelementalhyem)
95	27259	45498	Fire Shreth(shrethfire)
95	27573	53587	Diamond Golem(golemdiamond)
95	27573	54471	Diamond Golem(golemdiamondnofall)
95	27573	56241	Gelidite Golem(golemgelidite)
95	27573	50048	Small Water Golem(golemwatermini)
95	27667	39053	Aste Sclavus Lord(sclavusastelord)
95	27947	27299	Putrid Moarsman(moarsmanputridadja)
95	27947	27299	Putrid Moarsman(moarsmanputrid)
95	28000	43982	Phantom(ghostphantomassaultstamper)
95	28000	43982	Phantom(ghostphantom)
95	28009	41959	Ollar, Renegade Captain(lugianrenegadeollar)
95	28009	37410	Singular Extas Raider(lugianextassingular)
95	28009	37410	Extas Raider(lugianextasraider)
95	28009	37410	Extas Raider(lugianextasminer)
95	28009	37410	Singular Lugian Warlord(lugianextaswarlord)
95	28041	41454	Chomu Sclavus(sclavuschomu)
95	28665	37662	Stasis Wisp(wispstasis)
95	29843	36904	Augmented Olthoi(olthoiaugmentedhollow)
95	29910	36904	Olthoi Swarm Soldier(olthoiswarmsoldier)
95	30855	36904	Olthoi Advance Guard(olthoiadvanceguard)
95	32586	43223	Harker(simulacrumbanditharker)
95	33807	51059	Cultist High Priest(culthighpriest)
95	33807	51059	Cultist High Priest(wizardxander)
95	34577	37915	Guruk Basher(burungurukbasher)
95	35260	38926	Rampager(tuskerrampager)
95	35260	38926	Rampager(tuskerrampager-nofall-noxp)
95	35260	38926	Rampager(tuskerrampager_nofall)
95	35260	38926	Rampager(tuskerrampager_tusk)
95	35260	38926	Rampager(tuskerrampagersummoned)
95	35490	50554	Armored Tusker(tuskerarmored_xp)
95	35490	50554	Armored Tusker(tuskerarmored_nofall)
95	35490	50554	Armored Tusker(tuskerarmored_tusk)
95	36450	48911	Tumerok High Priest(tumerokkeyg)
95	36608	48911	Hea Shaman(tumerokheashaman_xp)
95	36608	59527	Tumerok High Priest(tumerokhighpriestgromnie)
95	36608	52449	Tumerok High Priest(tumerokhighpriest)
95	36608	59527	Tumerok High Priest(tumerokhighpriestarchernofall)
95	36608	59527	Tumerok High Priest(tumerokhighpriestnofall)
95	36608	59527	Tumerok High Priest(tumerokhighpriestarcher)
95	38003	71660	Aun Elder Shaman(tumerokauneldershaman_xp)
95	39881	68247	Olthoi Brood Matron(olthoibroodmatronmid)
95	39881	68247	Young Olthoi Brood Matron(olthoibroodmatronhivesmid)
95	46682	46383	Virindi Executor(virindiexecutor)
95	46682	53081	Virindi Interrogator(virindiinterrogator)
95	46682	46383	Virindi Executor(virindiexecutor_nofall)
95	46682	46383	Virindi Executor(virindiexecutormarae_xp)
95	46682	46383	Virindi Preceptor(virindipreceptor)
95	46682	46383	Virindi Executor(virindiexecutorsummoned)
95	50000	78358	Lady Aerfalle(darkmagusaerfalle)
95	50000	44108	Mount Esper Firestorm(firestormesper)
95	50000	47268	Relic Watchman(relicbonesportal)
95	50000	55230	Tenkarrdun Hellfire(hellfiretenkarrdun)
95	50000	55230	Mount Lethe Hellfire(hellfirelethe)
95	149382	277034	Shadow Annihilator(lugianassaultbossurleg)
95	190435	281078	Magma Golem Exarch(golemmagmaexarch)
95	190435	281078	Magma Golem Exarch(golemmagmamonolithguard)
95	190435	281078	Magma Golem Exarch(golemmagmaexarchhunted)
95	190435	281078	Magma Golem Exarch(golemmagmaexarchportal1)
95	2000000	485946	Consort Ibrexi Jikti(undeadbossibrexijikti)
96	9667	64328	Bronze Statue of a Tumerok(statuereplicahightumeroksmall)
96	9735	64328	Augmented Tumerok(tumerokaugmentedsummoned)
97	26724	39441	Pugnacious Monouga(monougapugnacious)
99	38152	42090	Guruk Boor(burungurukboor)
100	14500	57664	Virindi Observer(virindiobserverherald)
100	14500	50421	Virindi Observer(virindiobserverablinchpin)
100	14500	50421	Bronze Statue of a Virindi(statuereplicaextremevirindismall)
100	14500	50421	Virindi Observer(virindiobserverlo)
100	14500	57664	Lythusser the Diplomat(virindiobserverdiplomat)
100	25000	66996	Paroxysm Shadow(shadowparoximstealth)
100	25803	40114	Raging Ursuin(ursuinraging)
100	29130	42900	Bloodthirsty Monouga(monougabloodthirsty)
100	29775	50143	Gauloth Shreth(shrethgauloth)
100	30000	80229	Elleina of Berkesh(undeadshendolain)
100	30110	52650	Drudge Sage(drudgesage)
100	30332	54879	Small Sand Golem(golemsandmini)
100	30332	61704	Acidic Coral Golem(golemcoralacidic)
100	30683	62121	Gelidite Lord(lichlordfrore)
100	30683	40671	Undead Captain(zombielichcaptainlow)
100	30683	66021	Dark Master(zombiedarkmaster)
100	31088	39000	Armored Skeleton(skeletonarmored)
100	31121	51814	Banderling Slayer(banderlingslayer)
100	31150	42343	Brumal(frostelementalbrumal)
100	31150	42343	Brumal(frostelementalbrumal_nosummon)
100	31191	44571	Untamed Siraluun(siraluununtamed)
100	31416	56829	Nomad Mu-miyah(mumiyahnomad)
100	31480	55993	Harrower Grievver(grievverharrower)
100	31493	42900	Gotrok Fortress Guard(lugianrenegadefortressguard)
100	31521	42900	Direland Rat(ratdireland)
100	31711	50143	Burun Ruuk Seer(burunruukseer)
100	31711	50143	Burun Ruuk Seer Watcher(burunruukseerliazk)
100	31711	50143	Burun Ruuk Seer(burunruukseerkiviklir)
100	31711	142629	Barluuk(burunvagranthighlo)
100	31711	50143	Burun Ruuk Seer(burunruukseervagrantboss)
100	31711	50143	Burun Ruuk Seer(burunruukseervagrant)
100	31744	49864	Iorik Tendril(ioriktendril)
100	31744	49864	Sishalti Tendril(sishaltitendril)
100	35000	75214	Olthoi Royal Guard(olthoiroyalguard-xp)
100	37390	39975	Crystal Shard(crystalshard)
100	38000	101818	Shendolain Crystal(crystalshendolain)
100	40000	52929	Amethyst Gromnie(gromnieamethyst)
100	40000	52929	Emerald Gromnie(gromnieemerald)
100	40000	52929	Ruby Gromnie(gromnieruby)
100	40000	52929	Sapphire Gromnie(gromniesapphire)
100	40433	62957	Ascendant Tumerok(tumerokascendant)
100	40910	44014	Carnivorous Carenzi(carenzicarnivorous)
100	42318	73543	Lesser Void Knight(shadowvoidknight)
100	42343	72568	Maelstrom Shadow(shadowmaelstrom)
100	42343	73543	Sinister Shadow(shadowsinister)
100	42354	38443	Essa Sclavus Lord(sclavusessalord)
100	43789	43179	Unstable Rift(riftunstable)
100	51696	67832	Virindi Profane(virindiprofanespecial)
100	51696	67832	Virindi Profane(virindiprofanenosummon)
100	107685	242357	Young Olthoi Brood Queen(olthoibroodqueenmid)
103	41749	47145	Guruk Miscreant(burungurukmiscreant)
104	425194	287059	Northern Overseer(virindicraftingforgesnorth)
105	9000	68918	Lord Rytheran(darkrevenantrytheran)
105	15000	45080	Bronze Statue of a Skeleton(statuereplicahighskeletonsmall)
105	18656	35911	Zharalim(humanzharalimfemale_xp)
105	18656	35911	Zharalim(humanzharalim_xp)
105	18656	34841	Thief(banditthief)
105	19628	55165	Tusker Sycophant(humantuskersycophantmage)
105	22344	33619	Tusker Sycophant(humantuskersycophant)
105	33395	50122	Merciless Monouga(monougamerciless)
105	33401	48900	Shadow Seeker(lugianshadowseeker)
105	33401	48900	Tiatus Lugian(lugiantiatus)
105	34720	44010	Giant Phyntos Wasp(phyntoswaspgiant)
105	34730	54401	Banderling Enforcer(banderlingenforcer)
105	35050	51651	Corrosion Wisp(wispcorrosion)
105	35111	64028	Tormented Attendant(undeadtorturedattendant)
105	35111	64028	Tormented Attendant(undeadtorturedattendantkey)
105	35280	64181	Imperial Mu-miyah(mumiyahimperial)
105	35439	52262	Firestorm(fireelementalfirestorm)
105	35478	58069	Banderling Thrasher(banderlingthrasher)
105	35485	48900	Gotrok Extas(lugianextasrenegaderunner)
105	35514	55318	Sishalti Tentacle(sishaltitentacle)
105	35514	55318	Iorik Tentacle(ioriktentacle)
105	35567	45538	True Believer(mosswarttruebeliever)
105	35612	45844	Gloom Drudge(drudgegloom)
105	35623	48900	Gotrok Tiatus(lugiantiatusrenegade)
105	35739	47066	Skeletal Champion(skeletonchampion)
105	35873	47066	Olthoi Lancer(olthoiflyerlancer)
105	35889	55471	Inferno(fireelementalinferno_nospawn)
105	35889	53332	Inferno(fireelementalinferno)
105	35940	45844	Olthoi Swarm Noble(olthoiswarmnoble)
105	37000	58680	Haunt(ghosthaunt)
105	43313	61125	Reedshark Slasher(reedsharkslasher)
105	44363	39731	Reedshark Ravager(reedsharkravager)
105	45115	70294	Plated Tusker(tuskerplated_xp)
105	45115	70294	Plated Tusker(tuskerplated_tusk)
105	45115	70294	Plated Tusker(tuskerplated_nofall)
105	46380	54401	Banderling Enforcer(banderlinghunter)
105	46702	61125	Blinding Virindi Energy Cluster(energyclusterblinding)
105	46702	61125	Dim Virindi Energy Cluster(energyclusterdim)
105	46702	61125	Faint Virindi Energy Cluster(energyclusterfaint)
105	46702	62195	Vibrant Virindi Energy Cluster(energyclusterwalllicker)
105	46702	61125	Vibrant Virindi Energy Cluster(energyclustervibrant)
105	46886	83894	Dark Inferno(shadowbossmonster)
105	46970	64793	Acidic Diamond Golem(golemdiamondacidic)
105	47056	69071	Hea Champion(tumerokheachampion)
105	47056	69071	Tumerok Champion(tumerokchampion)
105	47061	56846	Swamp King(mosswarthighbossmonster)
105	47213	47678	Ulu Sclavus Lord(sclavusululord)
105	47240	77782	Tumerok Champion Renegade(tumerokchampionrenegade)
105	47297	52415	Enku Zefir(zefirenku_xp)
105	47709	49206	Quiddity Rift(riftquiddityinvokingmid)
105	47709	50275	Quiddity Rift(riftquiddityinvokingpuny)
105	47709	49206	Quiddity Rift(riftquiddityinvokinghigh)
105	47709	49206	Quiddity Rift(riftquiddityinvokinglow)
105	47726	72433	Tenebrous Shadow(shadowtenebrous)
105	47726	83894	Lesser Shadow Wretch(shadowwretch)
105	47985	66321	Small Coral Golem(golemcoralmini)
105	47985	58833	Small Mud Golem(golemmudmini)
105	47985	64487	Pyreal Golem(golempyreal)
105	53144	78851	Captain Waliknua(tumerokrenegadewaliknua)
105	58073	71211	Martinate Virindi Inquisitor(virindiinquisitor)
105	58073	71211	Virindi Inquisitor(virindibossmonster)
105	58073	71211	Virindi Inquisitor(virindibossmonstersummoned)
105	70000	73808	Great Elariwood Golem(golemgreatelariwood)
105	100000	83130	Behemoth of Tenkarrdun(golemmegamagma)
105	213735	143644	Elite Guard(lugianrenegadeeliteguarda)
105	213735	143644	Elite Guard(lugianrenegadeeliteguardb)
105	215885	175734	Commander Kamenua(tumerokcommanderkamenua)
107	8878	47519	Colossal Monouga(monougacolossal)
107	36087	60825	Insidious Monouga(monougainsidious)
107	45453	51955	Guruk Heavy(burungurukheavykiviklir)
107	45453	51955	Guruk Heavy(burungurukheavy)
107	48438	91079	Hea Elder Shaman(tumerokheaeldershaman_xp)
109	31080	49882	Ursuin Slicer(ursuinslicer)
110	21490	37400	Bandit Lord(banditlord)
110	23514	64782	Bandit Mage(banditmage)
110	36445	49421	Brass Gromnie(gromniebrass)
110	37229	50757	Crypt Spirit(undeadcryptspiritliazk)
110	37524	76470	Phantasm(zombiephantasm)
110	37524	76470	Phantasm(zombiephantasmrestingplace)
110	37532	56768	Badlands Siraluun(siraluunbadlands)
110	38126	74466	Destroyer Grievver(grievverdestroyer)
110	38239	60107	Giant Phyntos Hive(phyntoswaspgianthive)
110	38239	62612	Giant Phyntos Swarm(phyntoswaspgiantswarm)
110	38440	59773	Tempest Wisp(wisptempest)
110	38686	78306	Royal Mu-miyah(mumiyahroyal)
110	38742	66452	Drudge Mystic(drudgemystic)
110	38872	48754	Skeletal Hero(skeletonhero)
110	39381	43411	Olthoi Warrior(olthoiwarrior)
110	39381	43411	Olthoi Warrior(olthoiwarriorspecial)
110	39381	43411	Olthoi Warrior(olthoiwarrior_nofall)
110	39929	54096	Olthoi Swarm Eviscerator(olthoswarmieviscerator)
110	39929	54096	Olthoi Swarm Eviscerator(olthoswarmieviscerator_nofall)
110	44714	50089	Miry Moarsman(moarsmanmiry)
110	48345	56768	Savage Carenzi(carenzisavage)
110	50762	75468	Diamond Lord(golemhighbossmonster)
110	50803	70960	Small Granite Golem(golemgranitemini)
110	50803	74466	Vapor Golem(golemvapor)
110	50803	66285	Small Wood Golem(golemwoodmini)
110	51564	45581	Sata Sclavus Lord(sclavussatalord)
110	51726	80310	Abyssal Shadow(shadowabyssal)
110	51893	59439	Cold One(sclavusbossmonster)
110	62979	75468	Virindi Profatrix(virindiprofane)
110	70000	73965	Blood Fiend(skeletonbloodfiend)
110	70000	80644	Ancient Diamond Golem(golemancientdiamond)
110	299711	702920	Coral Golem Viceroy(golemcoralviceroyhunted)
110	299711	702920	Coral Golem Viceroy(golemcoralviceroyportal1)
110	299711	702920	Coral Golem Viceroy(golemcoralviceroy)
111	8372	55717	Bronze Statue of a Sclavus(statuereplicahighsclavussmall)
111	49295	57756	Guruk Crusher(burungurukcrusher)
111	161783	361652	Jrvik(undeadbossjrvik)
115	24650	43618	Mercenary(mercenary)
115	39599	55249	Copper Gromnie(gromniecopper)
115	41633	69243	Sishalti Eye Stalk(sishaltieyestalk)
115	41633	69243	Iorik Eye Stalk(iorikeyestalk)
115	41921	54522	Desiccated Mu-miyah(mumiyahdesiccated)
115	41939	60702	Primeval Skeleton(skeletonprimeval)
115	42015	68153	Affliction Wisp(wispaffliction)
115	42672	69062	Spectral Wisp(wispspectral)
115	42687	43618	Enthralled Idolator(mosswartidolaterenthralled)
115	42873	98140	Mutated Olthoi(olthoimutated-xp)
115	43794	62519	Olthoi Vanquisher(olthoivanquisher)
115	43794	62519	Olthoi Swarm Guardian(olthoiswarmguard)
115	43794	62519	Royal Olthoi Guardian(olthoiroyalguardrot1)
115	49000	80693	Poltergeist(ghostpoltergeistassaultstamper)
115	49000	80693	Poltergeist(ghostpoltergeist)
115	51000	80511	Ancient Coral Golem(golemancientcoral)
115	51989	53614	Drudge Ballast(drudgeballast)
115	52390	50888	Iron Spined Chittick(chittickironspine)
115	52928	76331	Assailer(tuskerassailer_tusk)
115	52928	76331	Assailer(tuskerassailer-nofall)
115	52928	76331	Assailer(tuskerassailer)
115	53356	63246	Guruk Smasher(burunguruksmasher)
115	55000	77785	Enraged Male Tusker(tuskerenragedmale)
115	55000	84146	Ancient Coral Golem(golemancientcoralblue)
115	55728	68516	Miasma(acidelementalmiasma)
115	55728	68516	Miasma(acidelementalmiasma_nofall)
115	55780	83419	Turbid Nephol Golem(golemnepholhi)
115	55780	87236	Turbid Nephol Golem(golemnepholhi_nostone)
115	55780	75786	Small Sandstone Golem(golemsandstonemini)
115	55780	76150	Small Iron Golem(golemironmini)
115	55872	54522	Tumerok Trooper(tumeroktrooper)
115	55930	83601	Shadow Spectre(shadowspecter)
115	55930	83601	Upper Shadow Heart Leader(shadowheartleaderupper)
115	55930	83601	Lower Shadow Heart Leader(shadowheartleaderlower)
115	56016	58884	Faisi Sclavus Lord(sclavusfaisilord)
115	56016	43618	Strange Sclavus(sclavusdain)
115	56040	61792	Renegade Trooper(tumeroktrooperrenegade)
115	56136	73605	Scoriscant(estuaryelementalscoriscant)
115	56156	61247	Mosswart Scavenger(mosswartscavenger)
115	56156	61247	Unconquered Drudge(drudgeunconquered)
115	56156	61247	Drudge Laborer(drudgelaborer)
115	56156	61247	Unconquered Drudge(drudgeunconqueredsummoned)
115	56172	58157	Tiatus Raider(lugiantiatusraider)
115	56172	58157	Shadow Infiltrator(lugianshadowinfiltrator)
115	56200	72151	Astyrrian(lightningelementalastyrrian)
115	56200	72151	Synnast(lightningelementalsynnast)
115	56200	72151	Scathisa(lightningelementalscathisa)
115	56230	69789	Gelid(frostelementalgelid)
115	56230	69789	Gelid(frostelementalgelid_nosummon)
115	56414	59975	Quiddity Rift(riftquiddity)
115	56766	53068	Burun Ruuk Fiend(burunruukfiend)
115	56766	53068	Burun Ruuk Fiend(burunruukfiendvagrant)
115	56766	53068	Ruuk Fiend Watcher(burunruukfiendmorgluuk)
115	57776	80875	Theral(thermicelementaltheral)
115	58000	76331	Infected Assailer(tuskerinfectedassailer)
115	58392	98140	Adolescent Olthoi Brood Matron(olthoibroodmatronhiveshigh)
115	58392	98140	Olthoi Brood Matron(olthoibroodmatronhigh)
115	59000	87781	Ancient Coral Golem(golemancientcoralgreen)
115	82958	98140	Olthoi Elder Brood Matron(olthoibroodmatronhivesextreme)
115	138743	388926	Young Olthoi Queen(olthoimatronrot1)
115	160000	369116	Coglock(burunruukcoglock)
115	200000	409099	Shadow Lugian Portal(portalbossinfiltration)
115	224688	473254	Amaroth(lugianinfiltrationbossamaroth)
115	224688	473254	Urleg(lugianinfiltrationbossurleg)
115	224688	473254	Shoktok(lugianinfiltrationbossshoktok)
115	224688	473254	Shadow Annihilator(lugianassaultbossamaroth)
117	8877	67054	Frisirth(darkrevenantfrisirth)
118	55500	49636	Muck Glutton(moarsmanmuckglutton)
119	57144	69844	Guruk Beast(burungurukbeast)
120	21000	60720	Silver Tusker(tuskersilverherald)
120	26949	47314	Li Fanli(humanchampionarcher-xp)
120	27041	47314	Adroth Salson(humanchampionsword-xp)
120	27176	46526	Itala the Knife(humanchampiondagger-xp)
120	30438	80434	Torgrym the Magnificent(humanchampionog-xp)
120	30438	61114	Den-Ru Chang(humanchampionwarmage-xp)
120	32106	77871	Niffis Fighter(niffisfighterpinkpurple)
120	32106	77871	Niffis Fighter(niffisfighterbluegreen)
120	43303	74914	Rendeath Shreth(shrethrendeath)
120	43303	74914	Rendeath Shreth(shrethrendeathforbidden)
120	44714	52834	Desolation Moarsman(moarsmandesolation)
120	45645	72549	Nightmare Wisp(wispnightmare)
120	45924	60720	Skeletal Fiend(skeletonfiend)
120	45924	60720	Skeletal Mate(skeletonmate)
120	46086	75703	Chaos Wisp(wispchaos_xp)
120	46169	91080	Undead Sailor(zombielichsailor)
120	46232	62297	Skeletal Swashbuckler(skeletonswashbuckler)
120	46337	63086	Elite Revenant(zombieeliterevenant)
120	55000	176246	Ward of the Retreat(zombieeliterevenantward)
120	60000	86743	Enraged Female Tusker(tuskerenragedfemale)
120	60146	69000	Crystal Moiety(crystalmoiety)
120	60359	88714	Bane Grievver(grievverbane)
120	60764	83786	Shadow Phantom(shadowphantom)
120	60822	98769	Tumerok Overlord(tumerokoverlordboss)
120	61013	63874	Chomu Sclavus Lord(sclavuschomulord)
120	61557	90489	Falatacot Consort(zombieundeadconsort)
120	61901	83589	Banderling Scalper(banderlingscalper)
120	61933	63086	Telumiat Hollow Minion(hollowminiontelumiatforbidden)
120	61933	63086	Telumiat Hollow Minion(hollowminionexcised)
120	61933	63086	Telumiat Hollow Minion(hollowminiontelumiat)
120	62118	55200	Olthoi Mutilator(olthoimutilator)
120	62118	55200	Olthoi Mutilator(olthoimutilatorspecial)
120	62118	55200	Olthoi Keeper(olthoicrawlerkeeper)
120	62118	55200	Olthoi Mutilator(olthoimutilator_nofall)
120	62120	76491	Burun Ruuk Soothsayer(burunruuksoothsayervagrant)
120	62120	280731	Urgluuk(burunvagrantextremelo)
120	62120	76491	Burun Ruuk Soothsayer(burunruuksoothsayerkiviklir)
120	62120	76491	Burun Ruuk Soothsayer Leader(burunruuksoothsayerliazk)
120	62120	76491	Burun Ruuk Soothsayer(burunruuksoothsayer)
120	62120	76491	Burun Ruuk Soothsayer(burunruuksoothsayervagrantboss)
120	67000	96009	Sister Vitriaka(falatacotvitriaka)
120	74006	80040	Chakron Flux Virindi Master(virindimasterchakron)
120	74006	80040	Virindi Adjudicator(virindiadjudicator)
120	74006	80040	Chakron Flux Virindi Servant(virindiservantchakron)
120	156177	421886	Adolescent Olthoi Brood Queen(olthoibroodqueenhigh)
121	12000	90134	Bronze Statue of a Grievver(statuereplicaextremegrievversmall)
123	61654	76060	Guruk Brute(burungurukbrute)
123	61654	76060	Guruk Brute(burungurukbrutekiviklir)
125	44000	83563	Deranged Sycophant(humanderangedsycophant)
125	48911	66296	Enthralled Zealot(mosswartzealotenthralled)
